bg,NA,NA.1,selected,deltalnL,p,q,sig,sigS1,summary,delCS2,pCS2,qCS2,sig2
BG12452,18):,0,1,13.6186950000001,0,0,C,S,CS,0.370875000000524,0.3891,0.379781607355190,NA
BG12459,18):,0,1,9.76323599999887,0,0,C,S,CS,-3.15677999999934,1,0.584046995483837,NA
BG12473,18):,0,1,3.72792899999968,0.0063,0.0146161494906639,C,S,CS,0.145355999999992,0.5898,0.452864433447011,NA
BG12488,18):,0,1,5.24057900000025,0.0012,0.00397066356186654,C,S,CS,0.177008000000569,0.5518,0.443131422694641,NA
BG12495,18):,0,1,3.23779299999978,0.0109,0.0225264010433879,C,S,CS,1.98953700000038,0.0461,0.0980648763214202,NA
BG12504,18):,0,1,6.71811900000012,2e-04,0.000910565704037065,C,S,CS,0.985828999999285,0.1603,0.221393213501945,NA
BG12505,18):,0,1,1.25553899999795,0.113,0.122186535410474,,S,S,2.63242700000046,0.0218,0.0647112028789999,NA
BG12506,18):,0,1,1.77870900000016,0.0593,0.0763993686294673,,,,NA,NA,NA,NA
BG12525,18):,0,1,3.46306800000002,0.0085,0.0187162641529800,C,S,CS,0.757720000000518,0.2183,0.262996850808627,NA
BG12559,18):,0,1,5.79485400000067,7e-04,0.00261647120511885,C,S,CS,0.200731999999334,0.5263,0.4355328813626,NA
BG12560,18):,0,1,2.38507700000082,0.029,0.0457298427144656,C,S,CS,0.480034999999589,0.3272,0.342183823759849,NA
BG12561,18):,0,1,6.72074500000053,2e-04,0.000910565704037065,C,S,CS,0.0372360000001208,0.7849,0.517034269955212,NA
BG12568,18):,0,1,0.644420999999966,0.2563,0.218842283339691,,,,NA,NA,NA,NA
BG12569,18):,0,1,0.135292999999365,0.6029,0.383881957803391,,,,NA,NA,NA,NA
BG12570,18):,0,1,0.367752999999539,0.3911,0.289866945109567,,,,NA,NA,NA,NA
BG12571,18):,0,1,0.010548999999628,0.8845,0.487341144560347,,,,NA,NA,NA,NA
BG12572,18):,0,1,0.319036000000779,0.4244,0.305208214237013,,,,NA,NA,NA,NA
BG12574,18):,0,1,0.0913009999999304,0.6691,0.41174550392261,,,,NA,NA,NA,NA
BG12575,18):,0,1,1.77856800000063,0.0593,0.0763993686294673,,,,NA,NA,NA,NA
BG12576,18):,0,1,0.402899000000616,0.3694,0.279252653885654,,,,NA,NA,NA,NA
BG12577,18):,0,1,0.00639099999989412,0.91,0.495084308893109,,,,NA,NA,NA,NA
BG12579,18):,0,1,3.11792299999979,0.0125,0.0248166472616659,C,S,CS,0.747768000000178,0.2214,0.265620193193583,NA
BG12582,18):,0,1,1.31033600000046,0.1055,0.115730096704675,,S,S,1.86628199999996,0.0534,0.103207930625318,NA
BG12583,18):,0,1,2.95371000000159,0.0151,0.0283078808578582,C,S,CS,13.7211300000017,0,0,CS2
BG12584,18):,0,1,1.52752099999998,0.0805,0.0955781540222827,,,,NA,NA,NA,NA
BG12587,18):,0,1,2.65125999999964,0.0213,0.0366412156671392,C,,C,0.000890000000254076,0.9663,0.584046995483837,NA
BG12588,18):,0,1,8.36133000000063,0,0,C,S,CS,0.000624999999672582,0.9718,0.584046995483837,NA
BG12591,18):,0,1,1.87405999999919,0.0529,0.0705558053292244,,S,S,1.75175299999955,0.0612,0.110827876282642,NA
BG12592,18):,0,1,0.765659000000596,0.2159,0.195708241180487,,,,NA,NA,NA,NA
BG12593,18):,0,1,0.53564600000027,0.3007,0.238952396706855,,,,NA,NA,NA,NA
BG12597,18):,0,1,1.24806300000000,0.1141,0.122936901498876,,,,NA,NA,NA,NA
BG12598,18):,0,1,0.329240999999911,0.4171,0.302473024164451,,,,NA,NA,NA,NA
BG12599,18):,0,1,1.39846100000068,0.0944,0.106446317759089,,,,NA,NA,NA,NA
BG12600,18):,0,1,8.71112900000026,0,0,C,S,CS,2.36233299999913,0.0297,0.0750146887067885,NA
BG12601,18):,0,1,5.64777400000003,8e-04,0.00288345806278404,C,S,CS,1.35530699999981,0.0997,0.158522548962131,NA
BG12603,18):,0,1,1.76033999999981,0.0606,0.077415374065379,,,,NA,NA,NA,NA
BG12606,18):,0,1,2.48255100000006,0.0259,0.0426171967485934,C,S,CS,0.158105000000432,0.5739,0.450261562286457,NA
BG12607,18):,0,1,0.0551150000001144,0.7399,0.438739868936626,,,,NA,NA,NA,NA
BG12611,18):,0,1,0.592186999999285,0.2765,0.227483685347222,,,,NA,NA,NA,NA
BG12616,18):,0,1,1.09227099999953,0.1394,0.142928771487747,,,,NA,NA,NA,NA
BG12617,18):,0,1,7.9081839999999,1e-04,0.000513157790834448,C,S,CS,0.425307999999859,0.3564,0.365196064593903,NA
BG12619,18):,0,1,3.77730200000019,0.006,0.0140276338189494,C,,C,0.855717999999797,0.1908,0.242491487788839,NA
BG12620,18):,0,1,0.216621000000032,0.5104,0.343400632223827,,,,NA,NA,NA,NA
BG12621,18):,0,1,8.75027599999976,0,0,C,S,CS,0.263345000000299,0.468,0.414626643033886,NA
BG12622,18):,0,1,0.073851999999988,0.7007,0.424533748628358,,,,NA,NA,NA,NA
BG12623,18):,0,1,2.81056600000011,0.0177,0.0321856264845894,C,,C,4.13281600000028,0.004,0.0202059767560373,CS2
BG12628,18):,0,1,5.36741900000015,0.0011,0.00374201580057929,C,S,CS,0.0278459999999541,0.8134,0.531080422404514,NA
BG12630,18):,0,1,6.40851700000076,3e-04,0.00130689106442730,C,S,CS,0.0118429999993168,0.8777,0.553566387930908,NA
BG12641,18):,0,1,2.80004299999928,0.018,0.032535735753205,C,,C,1.28154200000063,0.1094,0.169355416472174,NA
BG12644,18):,0,1,3.35827300000028,0.0096,0.0207608980520451,C,S,CS,1.15177099999983,0.1291,0.192204146165837,NA
BG12660,18):,0,1,0.740297999996983,0.2237,0.199582860139506,,S,S,2.00956799999767,0.045,0.0980648763214202,NA
BG12661,18):,0,1,0.0121970000000147,0.8759,0.483923715885432,,,,NA,NA,NA,NA
BG12662,18):,0,1,0.0551989999994476,0.7397,0.438739868936626,,,,NA,NA,NA,NA
BG12665,18):,0,1,0.146463999999469,0.5884,0.376629611067492,,,,NA,NA,NA,NA
BG12669,18):,0,1,1.66609399999925,0.0679,0.0845992356321762,,S,S,1.85686499999974,0.054,0.103207930625318,NA
BG12672,18):,0,1,3.18404399999963,0.0116,0.0234136794698064,C,,C,3.67434599999979,0.0067,0.0287935168773532,CS2
BG12673,18):,0,1,4.29937599999994,0.0034,0.00906955531642204,C,,C,3.88914099999965,0.0053,0.0250173179426183,CS2
BG12675,18):,0,1,1.74045799999976,0.0621,0.0788326553391334,,,,NA,NA,NA,NA
BG12676,18):,0,1,0.25333800000044,0.4766,0.328320573005465,,,,NA,NA,NA,NA
BG12680,18):,0,1,0.204472000000351,0.5225,0.347811583711665,,,,NA,NA,NA,NA
BG12681,18):,0,1,0.669183999999859,0.2473,0.213486798879203,,,,NA,NA,NA,NA
BG12686,18):,0,1,4.13047600000027,0.0041,0.0104753476458104,C,,C,0.77419000000009,0.2134,0.260361716170643,NA
BG12687,18):,0,1,0.0046039999997447,0.9236,0.495684063544067,,,,NA,NA,NA,NA
BG12696,18):,0,1,1.55976400000009,0.0774,0.0927436363079254,,,,NA,NA,NA,NA
BG12697,18):,0,1,0.597700000000259,0.2742,0.226597318950271,,S,S,3.41136399999959,0.009,0.0345522202528238,CS2
BG12702,18):,0,1,3.50293999999985,0.0081,0.0180322138411605,C,S,CS,1.82290400000011,0.0562,0.104399719258532,NA
BG12703,18):,0,1,15.4162539999998,0,0,C,S,CS,5.75075599999946,7e-04,0.00876324426702053,CS2
BG12704,18):,0,1,1.10063700000046,0.1379,0.141974817111715,,S,S,0.619450999999572,0.2657,0.296751788282489,NA
BG12755,18):,0,1,6.01690899999994,5e-04,0.00199186247758108,C,S,CS,0.308027000000038,0.4325,0.402273295470376,NA
BG12763,18):,0,1,0.082777999999962,0.6841,0.418002491178222,,,,NA,NA,NA,NA
BG12765,18):,0,1,0.235593000000335,0.4924,0.336866659842791,,,,NA,NA,NA,NA
BG12779,18):,0,1,0.209791000000223,0.5171,0.346369020459935,,,,NA,NA,NA,NA
BG12807,18):,0,1,1.06124799999998,0.1451,0.14668088586159,,,,NA,NA,NA,NA
BG12811,18):,0,1,0.644154000000526,0.2564,0.218842283339691,,,,NA,NA,NA,NA
BG12814,18):,0,1,0.554005999999845,0.2925,0.234902402528527,,,,NA,NA,NA,NA
BG12826,18):,0,1,2.36243500000000,0.0297,0.0463508451999589,C,S,CS,7.43943600000057,1e-04,0.00239945973977943,CS2
BG12833,18):,0,1,1.55850999999984,0.0775,0.0927436363079254,,S,S,3.19183100000009,0.0115,0.0403811517182392,CS2
BG12834,18):,0,1,0.0557230000013078,0.7385,0.438739868936626,,,,NA,NA,NA,NA
BG12835,18):,0,1,2.11953700000049,0.0395,0.057634420797093,,S,S,0.00128199999926437,0.9596,0.584046995483837,NA
BG12836,18):,0,1,9.29598400000032,0,0,C,S,CS,2.81098699999984,0.0177,0.0560221687070241,NA
BG12839,18):,0,1,0.466922000000523,0.3339,0.257233073669662,,,,NA,NA,NA,NA
BG12840,18):,0,1,0.0583219999998619,0.7327,0.436490906807931,,,,NA,NA,NA,NA
BG12842,18):,0,1,11.1002209999970,0,0,C,S,CS,5.06478800000332,0.0015,0.0123400786617228,CS2
BG12843,18):,0,1,6.22999299999992,4e-04,0.00167041708464731,C,S,CS,3.29583199999979,0.0102,0.0376530605319234,CS2
BG12862,18):,0,1,1.29999998534913e-05,0.9959,0.514542266034634,,,,NA,NA,NA,NA
BG12870,18):,0,1,2.1670180000001,0.0374,0.0552358039636728,,,,NA,NA,NA,NA
BG12877,18):,0,1,26.4094260000002,0,0,C,S,CS,0.103425000000243,0.6492,0.473234206500701,NA
BG12878,18):,0,1,5.17918699999973,0.0013,0.00418714920819172,C,S,CS,0.000719000000117376,0.9698,0.584046995483837,NA
BG12881,18):,0,1,0.312762999999904,0.429,0.305748084868586,,,,NA,NA,NA,NA
BG12882,18):,0,1,1.44349099999999,0.0893,0.102606241084230,,,,NA,NA,NA,NA
BG12885,18):,0,1,2.13452400000006,0.0388,0.0568872065267902,,,,NA,NA,NA,NA
BG12890,18):,0,1,2.98642600000039,0.0145,0.0276975703507173,C,,C,0.582537999999658,0.2804,0.308144957978014,NA
BG12891,18):,0,1,1.37122999999974,0.0977,0.108749832856875,,,,NA,NA,NA,NA
BG12892,18):,0,1,0.00221199999987221,0.947,0.500853646177773,,,,NA,NA,NA,NA
BG12896,18):,0,1,2.77647900000011,0.0184,0.0330613707851559,C,S,CS,0.847242999999708,0.193,0.242491487788839,NA
BG12918,18):,0,1,0.200802000000294,0.5263,0.349188982159603,,,,NA,NA,NA,NA
BG12922,18):,0,1,2.46916299999975,0.0263,0.0429254417271058,C,S,CS,0.292018000000098,0.4447,0.406491331916157,NA
BG12923,18):,0,1,0.0367690000002767,0.7863,0.454317982539207,,,,NA,NA,NA,NA
BG12924,18):,0,1,0.258763999999246,0.4719,0.325824185363552,,,,NA,NA,NA,NA
BG12926,18):,0,1,15.2036990000001,0,0,C,S,CS,0.0412819999996827,0.7739,0.51350649914911,NA
BG12927,18):,0,1,0.560858000000053,0.2895,0.234045170797003,,,,NA,NA,NA,NA
BG12929,18):,0,1,3.61871000000019,0.0071,0.0161020073843109,C,,C,0.844494999999824,0.1937,0.242491487788839,NA
BG12931,18):,0,1,1.52149000000009,0.0811,0.0961021022842954,,,,NA,NA,NA,NA
BG12937,18):,0,1,3.10135300000002,0.0128,0.0250832856723738,C,,C,0.000334000000293599,0.9794,0.584046995483837,NA
BG12941,18):,0,1,5.48394800000096,9e-04,0.0031684510108499,C,,C,4.85171599999921,0.0018,0.0136390343103252,CS2
BG12946,18):,0,1,5.8288109999994,6e-04,0.00232894689686403,C,S,CS,1.29174800000055,0.108,0.168091882311035,NA
BG12948,18):,0,1,3.80322700000033,0.0058,0.0136655716749843,C,S,CS,0.113478999999643,0.6338,0.464057949673078,NA
BG12963,18):,0,1,2.66107600000032,0.0211,0.0365045790748459,C,S,CS,0.0110839999997552,0.8816,0.554243765918658,NA
BG12982,18):,0,1,5.26253200000065,0.0012,0.00397066356186654,C,,C,-1.02604000000065,1,0.584046995483837,NA
BG12988,18):,0,1,0.0407230000000709,0.7753,0.450541705927119,,,,NA,NA,NA,NA
BG12989,18):,0,1,0.628843000000415,0.2621,0.22163434449574,,,,NA,NA,NA,NA
BG12999,18):,0,1,3.82810299999983,0.0057,0.0135352913770686,C,S,CS,2.28423599999951,0.0326,0.0809197112242856,NA
BG13000,18):,0,1,0.0265589999999065,0.8177,0.464047580287804,,,,NA,NA,NA,NA
BG13005,18):,0,1,15.6557290000001,0,0,C,S,CS,0.178447000000233,0.5502,0.443131422694641,NA
BG13006,18):,0,1,0.00358899999991991,0.9325,0.496829714707087,,,,NA,NA,NA,NA
BG13007,18):,0,1,4.02333099999987,0.0046,0.0114626357557588,C,S,CS,2.57283099999995,0.0233,0.0664246478457751,NA
BG13021,18):,0,1,0.0327870000000985,0.7979,0.455627100728675,,,,NA,NA,NA,NA
BG13032,18):,0,1,2.86605000000054,0.0167,0.0307364359458469,C,S,CS,3.57828999999947,0.0075,0.0308212293335048,CS2
BG13033,18):,0,1,6.42311099999984,3e-04,0.00130689106442730,C,S,CS,0.0233259999999973,0.829,0.534000570275744,NA
BG13034,18):,0,1,12.4869820000004,0,0,C,S,CS,0.251968999999917,0.4778,0.416895223151495,NA
BG13036,18):,0,1,6.82808499999919,2e-04,0.000910565704037065,C,S,CS,1.91406300000017,0.0504,0.100876597059968,NA
BG13041,18):,0,1,1.47071399999913,0.0863,0.100301171730970,,,,NA,NA,NA,NA
BG13045,18):,0,1,0.00611800000024232,0.9119,0.495179857444481,,,,NA,NA,NA,NA
BG13046,18):,0,1,0.0109080000001995,0.8826,0.48718087338630,,,,NA,NA,NA,NA
BG13054,18):,0,1,0.107038000000102,0.6436,0.40011977200579,,,,NA,NA,NA,NA
BG13055,18):,0,1,0.680553000000145,0.2433,0.211501648905209,,S,S,1.35584399999971,0.0996,0.158522548962131,NA
BG13066,18):,0,1,7.3387789999997,1e-04,0.000513157790834448,C,S,CS,2.23436699999911,0.0345,0.0827813610223904,NA
BG13067,18):,0,1,16.5631500000000,0,0,C,S,CS,0.242530999999872,0.4861,0.416953906639902,NA
BG13098,18):,0,1,1.03371900000002,0.1505,0.150630895990561,,,,NA,NA,NA,NA
BG13099,18):,0,1,0.124065999999857,0.6184,0.391282547403748,,,,NA,NA,NA,NA
BG13115,18):,0,1,0.625129000000015,0.2635,0.22163434449574,,,,NA,NA,NA,NA
BG13116,18):,0,1,0.10541000000012,0.6461,0.401037019748521,,,,NA,NA,NA,NA
BG13117,18):,0,1,0.0842659999998432,0.6814,0.416895609368340,,,,NA,NA,NA,NA
BG13124,18):,0,1,6.21940000000086,4e-04,0.00167041708464731,C,S,CS,0.237338999999338,0.4908,0.416953906639902,NA
BG13127,18):,0,1,1.96485399999983,0.0474,0.0656561430423445,,S,S,0.240216000000146,0.4882,0.416953906639902,NA
BG13128,18):,0,1,1.08825799999977,0.1401,0.143301046731705,,,,NA,NA,NA,NA
BG13129,18):,0,1,1.69235099999969,0.0658,0.0828349761154882,,,,NA,NA,NA,NA
BG13130,18):,0,1,22.0423830000000,0,0,C,S,CS,1.68784200000027,0.0662,0.118393218464645,NA
BG13133,18):,0,1,0.611021999999821,0.269,0.224361633562907,,S,S,0.176443000000063,0.5525,0.443131422694641,NA
BG13134,18):,0,1,0.144476000000395,0.5909,0.377431885604228,,,,NA,NA,NA,NA
BG13135,18):,0,1,18.0867400000006,0,0,C,S,CS,0.188363999999638,0.5394,0.440304260917712,NA
BG13136,18):,0,1,7.15986299999895,2e-04,0.000910565704037065,C,S,CS,0.135861000000659,0.6022,0.457505431755728,NA
BG13137,18):,0,1,0.645026999999573,0.256,0.218842283339691,,,,NA,NA,NA,NA
BG13138,18):,0,1,1.87834799999996,0.0526,0.0703105469349062,,S,S,1.47860999999989,0.0855,0.141485384655960,NA
BG13139,18):,0,1,2.33705699999973,0.0306,0.0472681161006384,C,S,CS,5.6545729999998,8e-04,0.00959783895911772,CS2
BG13140,18):,0,1,0.760478000000148,0.2175,0.195985040204853,,,,NA,NA,NA,NA
BG13141,18):,0,1,1.28271599999971,0.1092,0.119356426526649,,,,NA,NA,NA,NA
BG13142,18):,0,1,0.792547000000013,0.208,0.190832497246071,,,,NA,NA,NA,NA
BG13143,18):,0,1,2.00936299999967,0.045,0.0635167335508372,,,,NA,NA,NA,NA
BG13144,18):,0,1,1.2756159999999,0.1102,0.120232408088195,,,,NA,NA,NA,NA
BG13145,18):,0,1,0.577895000000353,0.2823,0.230377418242623,,,,NA,NA,NA,NA
BG13146,18):,0,1,4.24847899999986,0.0036,0.00951918906316477,C,S,CS,0.0006969999994908,0.9702,0.584046995483837,NA
BG13147,18):,0,1,3.44156900000053,0.0087,0.0190183316993012,C,S,CS,2.54318599999988,0.0241,0.0672771596268925,NA
BG13149,18):,0,1,0.207150000000183,0.5198,0.347408957193576,,,,NA,NA,NA,NA
BG13150,18):,0,1,0.242896000000655,0.4858,0.333898552382636,,,,NA,NA,NA,NA
BG13151,18):,0,1,8.1936139999998,1e-04,0.000513157790834448,C,S,CS,0.136287000000266,0.6016,0.457505431755728,NA
BG13152,18):,0,1,0.878094000000146,0.1851,0.174041767637389,,,,NA,NA,NA,NA
BG13154,18):,0,1,-2.47680099999980,1,0.515780403053363,,,,NA,NA,NA,NA
BG13159,18):,0,1,0.497037000000091,0.3187,0.248367049894398,,,,NA,NA,NA,NA
BG13160,18):,0,1,0.630463999999847,0.2615,0.22163434449574,,,,NA,NA,NA,NA
BG13161,18):,0,1,3.86747300000025,0.0054,0.0129242744790399,C,S,CS,0.155771000000641,0.5767,0.450630243812234,NA
BG13162,18):,0,1,0.161997000000156,0.5692,0.367839390779831,,,,NA,NA,NA,NA
BG13163,18):,0,1,0.00585299999966082,0.9138,0.495179857444481,,,,NA,NA,NA,NA
BG13164,18):,0,1,0.618774999999914,0.2659,0.222696285985889,,S,S,1.00271400000020,0.1567,0.220703704608450,NA
BG13221,18):,0,1,1.68386199999986,0.0665,0.0833695483370168,,,,NA,NA,NA,NA
BG13228,18):,0,1,5.91846200000055,6e-04,0.00232894689686403,C,,C,0.227941000000101,0.4996,0.423095324468401,NA
BG13232,18):,0,1,7.61150399999951,1e-04,0.000513157790834448,C,,C,0.199220999999852,0.5279,0.4355328813626,NA
BG13233,18):,0,1,0.281031999999868,0.4534,0.315708828998341,,,,NA,NA,NA,NA
BG13244,18):,0,1,13.5802249999997,0,0,C,S,CS,0.0831310000003214,0.6835,0.482503124731528,NA
BG13245,18):,0,1,0.963316999999734,0.1651,0.161181126784899,,,,NA,NA,NA,NA
BG13268,18):,0,1,0.0612590000000637,0.7263,0.434020155036097,,,,NA,NA,NA,NA
BG13275,18):,0,1,0.303280999999515,0.4361,0.308132990487544,,,,NA,NA,NA,NA
BG13277,18):,0,1,4.74457800000164,0.0021,0.00611348560426808,C,S,CS,0.374528000000282,0.3868,0.378820827488442,NA
BG13279,18):,0,1,2.40548300000046,0.0283,0.044977404900592,C,S,CS,0.0154899999997724,0.8603,0.54561811827284,NA
BG13280,18):,0,1,5.16312000000016,0.0013,0.00418714920819172,C,,C,-3.39207399999941,1,0.584046995483837,NA
BG13281,18):,0,1,0.779161999999815,0.2119,0.192948872685454,,,,NA,NA,NA,NA
BG13290,18):,0,1,0.227396999999655,0.5001,0.339703577204483,,,,NA,NA,NA,NA
BG13293,18):,0,1,2.89144500000020,0.0162,0.0299985453504321,C,S,CS,2.00964899999963,0.045,0.0980648763214202,NA
BG13296,18):,0,1,0.982617000000118,0.161,0.158006024477680,,,,NA,NA,NA,NA
BG13301,18):,0,1,0.117081999999755,0.6285,0.394657651375833,,,,NA,NA,NA,NA
BG13302,18):,0,1,5.0162849999997,0.0015,0.0046106055318628,C,S,CS,4.47205699999995,0.0028,0.0170410610090457,CS2
BG13303,18):,0,1,0.446864999999889,0.3445,0.262547017346853,,,,NA,NA,NA,NA
BG13312,18):,0,1,0.168237999999747,0.5619,0.365264834558379,,,,NA,NA,NA,NA
BG13313,18):,0,1,0.878322000000026,0.185,0.174041767637389,,,,NA,NA,NA,NA
BG13314,18):,0,1,0.0841479999999137,0.6816,0.416895609368340,,,,NA,NA,NA,NA
BG13315,18):,0,1,0.454544999999598,0.3404,0.261094943147168,,,,NA,NA,NA,NA
BG13325,18):,0,1,25.2520590000004,0,0,C,S,CS,0.796179000000848,0.207,0.254711880068893,NA
BG13326,18):,0,1,1.19505099999969,0.1221,0.128806181511926,,,,NA,NA,NA,NA
BG13329,18):,0,1,0.359712999999829,0.3963,0.291934343502526,,,,NA,NA,NA,NA
BG13335,18):,0,1,3.12378199999989,0.0124,0.0247806098861044,C,,C,0.211038000000144,0.5159,0.431819051076352,NA
BG13337,18):,0,1,0.688861000000088,0.2405,0.210142928515019,,,,NA,NA,NA,NA
BG13344,18):,0,1,0.190656999999192,0.5369,0.353761711774578,,,,NA,NA,NA,NA
BG13345,18):,0,1,0.00726200000008248,0.9041,0.492316754728634,,,,NA,NA,NA,NA
BG13348,18):,0,1,5.33181300000069,0.0011,0.00374201580057929,C,S,CS,5.23843399999987,0.0012,0.0107975688290074,CS2
BG13349,18):,0,1,3.24523399999998,0.0108,0.0224731370666467,C,S,CS,1.52206099999967,0.081,0.137063875661786,NA
BG13350,18):,0,1,2.54798500000015,0.024,0.0407076432393041,C,S,CS,4.41269299999931,0.003,0.0172761101264119,CS2
BG13351,18):,0,1,0.0325159999999869,0.7987,0.455627100728675,,,,NA,NA,NA,NA
BG13353,18):,0,1,4.06070799999998,0.0044,0.0111013135417186,C,S,CS,0.0976019999998243,0.6586,0.475164654140201,NA
BG13354,18):,0,1,11.1609830000002,0,0,C,S,CS,0.246092999999746,0.483,0.416953906639902,NA
BG13355,18):,0,1,0.112117000000580,0.6358,0.396900570749278,,,,NA,NA,NA,NA
BG13356,18):,0,1,0.0522329999998874,0.7465,0.441430960168301,,,,NA,NA,NA,NA
BG13357,18):,0,1,0.282136000000037,0.4525,0.315708828998341,,,,NA,NA,NA,NA
BG13358,18):,0,1,0.0743499999998676,0.6998,0.424533748628358,,,,NA,NA,NA,NA
BG13359,18):,0,1,1.38426200000004,0.0961,0.107785900931020,,S,S,0.271369000000050,0.4613,0.412498426569038,NA
BG13360,18):,0,1,0.267007999999805,0.4649,0.322092822896502,,,,NA,NA,NA,NA
BG13361,18):,0,1,0.678339000000051,0.2441,0.211501648905209,,,,NA,NA,NA,NA
BG13362,18):,0,1,1.19945399999961,0.1214,0.128502591782292,,,,NA,NA,NA,NA
BG13364,18):,0,1,13.5335269999996,0,0,C,S,CS,0.576461000000563,0.2829,0.308144957978014,NA
BG13366,18):,0,1,0.0502459999997882,0.7512,0.442717399608542,,,,NA,NA,NA,NA
BG13368,18):,0,1,0.369134000000031,0.3902,0.289866945109567,,,,NA,NA,NA,NA
BG13369,18):,0,1,16.4820140000002,0,0,C,S,CS,0.0216440000003786,0.8352,0.536793421784941,NA
BG13372,18):,0,1,10.4591889999999,0,0,C,S,CS,1.94826100000000,0.0484,0.098141282877739,NA
BG13373,18):,0,1,0.0581290000000081,0.7331,0.436490906807931,,,,NA,NA,NA,NA
BG13375,18):,0,1,0.0852460000000974,0.6797,0.416895609368340,,,,NA,NA,NA,NA
BG13376,18):,0,1,15.2152269999999,0,0,C,S,CS,0.00775300000009338,0.9009,0.563914768582771,NA
BG13378,18):,0,1,0.000147000000652042,0.9863,0.512076949489228,,,,NA,NA,NA,NA
BG13381,18):,0,1,15.1197630000006,0,0,C,S,CS,0.536990999999944,0.3,0.318747419306493,NA
BG13382,18):,0,1,10.1681049999997,0,0,C,S,CS,0.584102000000712,0.2798,0.308144957978014,NA
BG13383,18):,0,1,21.6168890000008,0,0,C,S,CS,0.83559299999979,0.1961,0.244248453511341,NA
BG13384,18):,0,1,3.40211400000044,0.0091,0.0198211811438140,C,S,CS,7.9724529999985,1e-04,0.00239945973977943,CS2
BG13385,18):,0,1,0.0222149999999601,0.8331,0.470100316459366,,,,NA,NA,NA,NA
BG13386,18):,0,1,0.00264199999992343,0.9421,0.499307469008339,,,,NA,NA,NA,NA
BG13387,18):,0,1,5.585599,8e-04,0.00288345806278404,C,S,CS,1.00000011116208e-06,0.9989,0.584046995483837,NA
BG13388,18):,0,1,11.5715529999998,0,0,C,S,CS,0.566789000000426,0.287,0.310666892624074,NA
BG13389,18):,0,1,0.00279500000033295,0.9404,0.499068213909591,,,,NA,NA,NA,NA
BG13392,18):,0,1,2.45305200000075,0.0268,0.0432749386062629,C,S,CS,5.87005899999986,6e-04,0.00863805506320595,CS2
BG13393,18):,0,1,0.0798789999998917,0.6894,0.419969575031687,,,,NA,NA,NA,NA
BG13395,18):,0,1,0.384582000000137,0.3805,0.284097061044092,,,,NA,NA,NA,NA
BG13396,18):,0,1,0.0489379999999073,0.7544,0.443934849502914,,,,NA,NA,NA,NA
BG13397,18):,0,1,10.2347550000000,0,0,C,S,CS,-0.0254030000000967,1,0.584046995483837,NA
BG13398,18):,0,1,1.88669300000038,0.0521,0.0697962713825667,,,,NA,NA,NA,NA
BG13399,18):,0,1,3.1610440000004,0.0119,0.0238601380758189,C,S,CS,3.76944399999957,0.006,0.0265786309637106,CS2
BG13402,18):,0,1,0.0572500000000673,0.7351,0.437251772701409,,,,NA,NA,NA,NA
BG13404,18):,0,1,3.10329899999988,0.0127,0.0249681254981982,C,,C,0.395658999999796,0.3737,0.374015786938119,NA
BG13405,18):,0,1,0.00110000000040600,0.9626,0.50597179996488,,,,NA,NA,NA,NA
BG13409,18):,0,1,2.34022000000004,0.0305,0.0472341403890838,C,S,CS,1.84080300000005,0.055,0.103207930625318,NA
BG13418,18):,0,1,3.90115799999967,0.0052,0.0125447657552198,C,S,CS,0.0611750000007305,0.7265,0.494526950624044,NA
BG13420,18):,0,1,0.61625499999991,0.2669,0.223225056575943,,,,NA,NA,NA,NA
BG13421,18):,0,1,1.69587499999989,0.0655,0.0826290951116551,,,,NA,NA,NA,NA
BG13423,18):,0,1,0.94368200000008,0.1695,0.164481874591022,,S,S,1.11494900000025,0.1354,0.197900618537747,NA
BG13427,18):,0,1,12.2239899999995,0,0,C,S,CS,0.417298000000301,0.3609,0.36770236747263,NA
BG13430,18):,0,1,0.330240000000003,0.4164,0.302473024164451,,,,NA,NA,NA,NA
BG13433,18):,0,1,7.62294900000052,1e-04,0.000513157790834448,C,S,CS,0.316898000000037,0.426,0.399369818506665,NA
BG13456,18):,0,1,0.504718000000139,0.315,0.246273362699098,,,,NA,NA,NA,NA
BG13457,18):,0,1,6.02446700000019,5e-04,0.00199186247758108,C,S,CS,0.0197920000000522,0.8423,0.540150985875158,NA
BG13459,18):,0,1,1.02784000000065,0.1516,0.151231912498835,,,,NA,NA,NA,NA
BG13466,18):,0,1,4.28038200000015,0.0034,0.00906955531642204,C,S,CS,0.888705999999956,0.1825,0.242290146626944,NA
BG13532,18):,0,1,0.114805000000160,0.6318,0.395627144626743,,,,NA,NA,NA,NA
BG13533,18):,0,1,12.3023730000004,0,0,C,S,CS,0.888106999999764,0.1826,0.242290146626944,NA
BG13536,18):,0,1,0.751271000000088,0.2203,0.197625807938634,,,,NA,NA,NA,NA
BG13538,18):,0,1,0.965296999999737,0.1647,0.161181126784899,,,,NA,NA,NA,NA
BG13542,18):,0,1,0.320686000000023,0.4232,0.304851117948133,,,,NA,NA,NA,NA
BG13543,18):,0,1,2.18437700000050,0.0366,0.054186451517257,,,,NA,NA,NA,NA
BG13544,18):,0,1,0.174528000000464,0.5546,0.361490663875356,,,,NA,NA,NA,NA
